Provinsi,Kabupaten,Kecamatan,Bulan,Luas_Tanam,Luas_Panen,Bulan_Angka,Fase_Vegetatif_Est,Fase_Generatif_Est,Fase_Siap_Panen_Est
Jawa Tengah,Semarang,Sumowono,Mei,21.84,48.92,5,113.33,308.59,44.45
Jawa Tengah,Semarang,Sumowono,Juni,33.87,190.8,6,21.84,113.33,308.59
Jawa Tengah,Semarang,Sumowono,Juli,113.68,176.25,7,33.87,21.84,113.33
Jawa Tengah,Semarang,Sumowono,Agustus,144.11,65.58,8,113.68,33.87,21.84
Jawa Tengah,Semarang,Sumowono,September,226.27,18.75,9,144.11,113.68,33.87
Jawa Tengah,Semarang,Sumowono,Oktober,45.54,49.27,10,226.27,144.11,113.68
Jawa Tengah,Semarang,Sumowono,November,26.26,137.25,11,45.54,226.27,144.11
Jawa Tengah,Semarang,Sumowono,Desember,25.41,135.22,12,26.26,45.54,226.27
Jawa Tengah,Semarang,Suruh,April,271.1,428.02,4,531.3,245.03,533.76
Jawa Tengah,Semarang,Suruh,Mei,416.32,413.81,5,271.1,531.3,245.03
Jawa Tengah,Semarang,Suruh,Juni,417.42,520.36,6,416.32,271.1,531.3
Jawa Tengah,Semarang,Suruh,Juli,334.14,331.78,7,417.42,416.32,271.1
Jawa Tengah,Semarang,Suruh,Agustus,368.42,254.56,8,334.14,417.42,416.32
Jawa Tengah,Semarang,Suruh,September,433.35,353.16,9,368.42,334.14,417.42
Jawa Tengah,Semarang,Suruh,Oktober,186.26,440.71,10,433.35,368.42,334.14
Jawa Tengah,Semarang,Suruh,November,336.14,404.41,11,186.26,433.35,368.42
Jawa Tengah,Semarang,Suruh,Desember,595.4,334.53,12,336.14,186.26,433.35
Jawa Tengah,Semarang,Susukan,April,172.72,259.2,4,378.24,160.07,483.14
Jawa Tengah,Semarang,Susukan,Mei,254.45,385.04,5,172.72,378.24,160.07
Jawa Tengah,Semarang,Susukan,Juni,308.95,346.13,6,254.45,172.72,378.24
Jawa Tengah,Semarang,Susukan,Juli,228.77,231.77,7,308.95,254.45,172.72
Jawa Tengah,Semarang,Susukan,Agustus,330.18,141.73,8,228.77,308.95,254.45
Jawa Tengah,Semarang,Susukan,September,313.14,216.73,9,330.18,228.77,308.95
Jawa Tengah,Semarang,Susukan,Oktober,103.07,324.59,10,313.14,330.18,228.77
Jawa Tengah,Semarang,Susukan,November,130.98,283.17,11,103.07,313.14,330.18
Jawa Tengah,Semarang,Susukan,Desember,307.53,341.67,12,130.98,103.07,313.14
Jawa Tengah,Semarang,Tengaran,April,67.28,36.85,4,245.6,76.55,92.44
Jawa Tengah,Semarang,Tengaran,Mei,35.11,92.46,5,67.28,245.6,76.55
Jawa Tengah,Semarang,Tengaran,Juni,55.46,201.18,6,35.11,67.28,245.6
Jawa Tengah,Semarang,Tengaran,Juli,114.24,132.29,7,55.46,35.11,67.28
Jawa Tengah,Semarang,Tengaran,Agustus,117.9,41.43,8,114.24,55.46,35.11
Jawa Tengah,Semarang,Tengaran,September,179.2,29.88,9,117.9,114.24,55.46
Jawa Tengah,Semarang,Tengaran,Oktober,67.25,63.86,10,179.2,117.9,114.24
Jawa Tengah,Semarang,Tengaran,November,44.52,135.44,11,67.25,179.2,117.9
Jawa Tengah,Semarang,Tengaran,Desember,51.93,122.4,12,44.52,67.25,179.2
Jawa Tengah,Semarang,Tuntang,April,134.0,132.54,4,513.93,139.93,147.27
Jawa Tengah,Semarang,Tuntang,Mei,132.48,142.78,5,134.0,513.93,139.93
Jawa Tengah,Semarang,Tuntang,Juni,133.42,226.75,6,132.48,134.0,513.93
Jawa Tengah,Semarang,Tuntang,Juli,190.4,446.91,7,133.42,132.48,134.0
Jawa Tengah,Semarang,Tuntang,Agustus,235.74,112.48,8,190.4,133.42,132.48
Jawa Tengah,Semarang,Tuntang,September,296.18,118.63,9,235.74,190.4,133.42
Jawa Tengah,Semarang,Tuntang,Oktober,166.28,142.92,10,296.18,235.74,190.4
Jawa Tengah,Semarang,Tuntang,November,124.76,210.62,11,166.28,296.18,235.74
Jawa Tengah,Semarang,Tuntang,Desember,104.28,215.41,12,124.76,166.28,296.18
Jawa Tengah,Semarang,Ungaran Barat,April,77.16,53.74,4,226.41,67.07,64.39
Jawa Tengah,Semarang,Ungaran Barat,Mei,25.05,63.65,5,77.16,226.41,67.07
Jawa Tengah,Semarang,Ungaran Barat,Juni,37.24,201.55,6,25.05,77.16,226.41
Jawa Tengah,Semarang,Ungaran Barat,Juli,174.36,122.4,7,37.24,25.05,77.16
Jawa Tengah,Semarang,Ungaran Barat,Agustus,143.01,34.25,8,174.36,37.24,25.05
Jawa Tengah,Semarang,Ungaran Barat,September,96.39,25.72,9,143.01,174.36,37.24
Jawa Tengah,Semarang,Ungaran Barat,Oktober,47.89,62.57,10,96.39,143.01,174.36
Jawa Tengah,Semarang,Ungaran Barat,November,41.1,183.54,11,47.89,96.39,143.01
Jawa Tengah,Semarang,Ungaran Barat,Desember,50.36,131.71,12,41.1,47.89,96.39
Jawa Tengah,Semarang,Ungaran Timur,April,88.12,61.27,4,145.37,43.47,68.55
Jawa Tengah,Semarang,Ungaran Timur,Mei,38.57,48.92,5,88.12,145.37,43.47
Jawa Tengah,Semarang,Ungaran Timur,Juni,42.25,134.8,6,38.57,88.12,145.37
Jawa Tengah,Semarang,Ungaran Timur,Juli,112.69,92.43,7,42.25,38.57,88.12
Jawa Tengah,Semarang,Ungaran Timur,Agustus,95.95,47.9,8,112.69,42.25,38.57
Jawa Tengah,Semarang,Ungaran Timur,September,112.97,37.24,9,95.95,112.69,42.25
Jawa Tengah,Semarang,Ungaran Timur,Oktober,58.07,60.28,10,112.97,95.95,112.69
Jawa Tengah,Semarang,Ungaran Timur,November,61.73,116.36,11,58.07,112.97,95.95
Jawa Tengah,Semarang,Ungaran Timur,Desember,54.47,100.5,12,61.73,58.07,112.97
Jawa Tengah,Sragen,Gemolong,April,213.27,183.08,4,1052.79,64.65,76.5
Jawa Tengah,Sragen,Gemolong,Mei,8.75,77.54,5,213.27,1052.79,64.65
Jawa Tengah,Sragen,Gemolong,Juni,116.87,483.18,6,8.75,213.27,1052.79
Jawa Tengah,Sragen,Gemolong,Juli,399.45,749.41,7,116.87,8.75,213.27
Jawa Tengah,Sragen,Gemolong,Agustus,86.92,110.85,8,399.45,116.87,8.75
Jawa Tengah,Sragen,Gemolong,September,137.96,97.22,9,86.92,399.45,116.87
Jawa Tengah,Sragen,Gemolong,Oktober,302.87,312.83,10,137.96,86.92,399.45
Jawa Tengah,Sragen,Gemolong,November,1098.14,181.11,11,302.87,137.96,86.92
Jawa Tengah,Sragen,Gemolong,Desember,125.45,48.51,12,1098.14,302.87,137.96
Jawa Tengah,Sragen,Gesi,April,219.91,121.92,4,108.6,28.62,39.48
Jawa Tengah,Sragen,Gesi,Mei,12.65,34.73,5,219.91,108.6,28.62
Jawa Tengah,Sragen,Gesi,Juni,13.93,70.41,6,12.65,219.91,108.6
Jawa Tengah,Sragen,Gesi,Juli,183.49,176.19,7,13.93,12.65,219.91
Jawa Tengah,Sragen,Gesi,Agustus,89.14,115.42,8,183.49,13.93,12.65
Jawa Tengah,Sragen,Gesi,September,29.04,16.06,9,89.14,183.49,13.93
Jawa Tengah,Sragen,Gesi,Oktober,15.22,102.48,10,29.04,89.14,183.49
Jawa Tengah,Sragen,Gesi,November,372.23,150.39,11,15.22,29.04,89.14
Jawa Tengah,Sragen,Gesi,Desember,109.54,36.79,12,372.23,15.22,29.04
Jawa Tengah,Sragen,Gondang,April,291.67,177.43,4,1648.77,120.93,114.21
Jawa Tengah,Sragen,Gondang,Mei,20.27,98.06,5,291.67,1648.77,120.93
Jawa Tengah,Sragen,Gondang,Juni,153.62,874.82,6,20.27,291.67,1648.77
Jawa Tengah,Sragen,Gondang,Juli,932.12,1063.7,7,153.62,20.27,291.67
Jawa Tengah,Sragen,Gondang,Agustus,188.19,113.42,8,932.12,153.62,20.27
Jawa Tengah,Sragen,Gondang,September,121.59,46.12,9,188.19,932.12,153.62
Jawa Tengah,Sragen,Gondang,Oktober,411.54,741.68,10,121.59,188.19,932.12
Jawa Tengah,Sragen,Gondang,November,1348.75,536.64,11,411.54,121.59,188.19
Jawa Tengah,Sragen,Gondang,Desember,287.83,68.09,12,1348.75,411.54,121.59
Jawa Tengah,Sragen,Jenar,April,74.55,55.28,4,166.75,136.85,62.25
Jawa Tengah,Sragen,Jenar,Mei,6.86,73.95,5,74.55,166.75,136.85
Jawa Tengah,Sragen,Jenar,Juni,66.02,210.29,6,6.86,74.55,166.75
Jawa Tengah,Sragen,Jenar,Juli,87.96,110.6,7,66.02,6.86,74.55
Jawa Tengah,Sragen,Jenar,Agustus,79.38,28.94,8,87.96,66.02,6.86
Jawa Tengah,Sragen,Jenar,September,41.87,35.49,9,79.38,87.96,66.02
Jawa Tengah,Sragen,Jenar,Oktober,143.02,77.51,10,41.87,79.38,87.96
Jawa Tengah,Sragen,Jenar,November,131.93,88.14,11,143.02,41.87,79.38
Jawa Tengah,Sragen,Jenar,Desember,45.96,47.53,12,131.93,143.02,41.87
Jawa Tengah,Sragen,Kalijambe,April,336.0,152.82,4,868.97,75.9,103.51
Jawa Tengah,Sragen,Kalijambe,Mei,14.96,94.72,5,336.0,868.97,75.9
Jawa Tengah,Sragen,Kalijambe,Juni,89.56,458.45,6,14.96,336.0,868.97
Jawa Tengah,Sragen,Kalijambe,Juli,404.09,641.03,7,89.56,14.96,336.0
Jawa Tengah,Sragen,Kalijambe,Agustus,161.68,174.94,8,404.09,89.56,14.96
Jawa Tengah,Sragen,Kalijambe,September,186.12,64.91,9,161.68,404.09,89.56
Jawa Tengah,Sragen,Kalijambe,Oktober,261.95,265.14,10,186.12,161.68,404.09
Jawa Tengah,Sragen,Kalijambe,November,798.3,306.58,11,261.95,186.12,161.68
Jawa Tengah,Sragen,Kalijambe,Desember,184.96,102.84,12,798.3,261.95,186.12
Jawa Tengah,Sragen,Karangmalang,April,680.15,538.89,4,884.43,108.43,107.92
Jawa Tengah,Sragen,Karangmalang,Mei,49.63,97.15,5,680.15,884.43,108.43
Jawa Tengah,Sragen,Karangmalang,Juni,119.25,455.46,6,49.63,680.15,884.43
Jawa Tengah,Sragen,Karangmalang,Juli,568.65,836.31,7,119.25,49.63,680.15
Jawa Tengah,Sragen,Karangmalang,Agustus,272.77,429.07,8,568.65,119.25,49.63
Jawa Tengah,Sragen,Karangmalang,September,155.47,52.71,9,272.77,568.65,119.25
Jawa Tengah,Sragen,Karangmalang,Oktober,279.06,456.87,10,155.47,272.77,568.65
Jawa Tengah,Sragen,Karangmalang,November,1223.38,472.9,11,279.06,155.47,272.77
Jawa Tengah,Sragen,Karangmalang,Desember,368.97,125.25,12,1223.38,279.06,155.47
Jawa Tengah,Sragen,Kedawung,April,985.05,489.9,4,1020.68,65.41,82.2
Jawa Tengah,Sragen,Kedawung,Mei,51.4,74.48,5,985.05,1020.68,65.41
Jawa Tengah,Sragen,Kedawung,Juni,61.7,265.91,6,51.4,985.05,1020.68
Jawa Tengah,Sragen,Kedawung,Juli,522.24,1224.83,7,61.7,51.4,985.05
Jawa Tengah,Sragen,Kedawung,Agustus,292.47,623.9,8,522.24,61.7,51.4
Jawa Tengah,Sragen,Kedawung,September,170.22,43.51,9,292.47,522.24,61.7
Jawa Tengah,Sragen,Kedawung,Oktober,59.33,270.61,10,170.22,292.47,522.24
Jawa Tengah,Sragen,Kedawung,November,1704.56,570.4,11,59.33,170.22,292.47
Jawa Tengah,Sragen,Kedawung,Desember,497.87,115.71,12,1704.56,59.33,170.22
Jawa Tengah,Sragen,Masaran,April,917.8,1119.89,4,116.56,78.79,556.05
Jawa Tengah,Sragen,Masaran,Mei,674.69,181.0,5,917.8,116.56,78.79
Jawa Tengah,Sragen,Masaran,Juni,54.9,102.68,6,674.69,917.8,116.56
Jawa Tengah,Sragen,Masaran,Juli,253.71,438.53,7,54.9,674.69,917.8
Jawa Tengah,Sragen,Masaran,Agustus,798.38,1004.17,8,253.71,54.9,674.69
Jawa Tengah,Sragen,Masaran,September,464.87,267.12,9,798.38,253.71,54.9
Jawa Tengah,Sragen,Masaran,Oktober,66.36,129.0,10,464.87,798.38,253.71
Jawa Tengah,Sragen,Masaran,November,367.14,664.14,11,66.36,464.87,798.38
Jawa Tengah,Sragen,Masaran,Desember,1388.6,413.95,12,367.14,66.36,464.87
Jawa Tengah,Sragen,Miri,April,186.24,67.85,4,855.47,41.18,35.6
Jawa Tengah,Sragen,Miri,Mei,5.65,37.2,5,186.24,855.47,41.18
Jawa Tengah,Sragen,Miri,Juni,78.07,537.1,6,5.65,186.24,855.47
Jawa Tengah,Sragen,Miri,Juli,221.87,470.11,7,78.07,5.65,186.24
Jawa Tengah,Sragen,Miri,Agustus,52.99,78.66,8,221.87,78.07,5.65
Jawa Tengah,Sragen,Miri,September,190.58,72.35,9,52.99,221.87,78.07
Jawa Tengah,Sragen,Miri,Oktober,410.96,128.29,10,190.58,52.99,221.87
Jawa Tengah,Sragen,Miri,November,613.61,123.53,11,410.96,190.58,52.99
Jawa Tengah,Sragen,Miri,Desember,97.44,55.59,12,613.61,410.96,190.58
Jawa Tengah,Sragen,Mondokan,April,334.17,198.3,4,287.63,76.53,120.82
Jawa Tengah,Sragen,Mondokan,Mei,18.82,97.11,5,334.17,287.63,76.53
Jawa Tengah,Sragen,Mondokan,Juni,56.65,252.21,6,18.82,334.17,287.63
Jawa Tengah,Sragen,Mondokan,Juli,391.25,296.09,7,56.65,18.82,334.17
Jawa Tengah,Sragen,Mondokan,Agustus,150.73,143.21,8,391.25,56.65,18.82
Jawa Tengah,Sragen,Mondokan,September,236.58,62.18,9,150.73,391.25,56.65
Jawa Tengah,Sragen,Mondokan,Oktober,173.63,202.94,10,236.58,150.73,391.25
Jawa Tengah,Sragen,Mondokan,November,740.35,267.36,11,173.63,236.58,150.73
Jawa Tengah,Sragen,Mondokan,Desember,202.8,116.55,12,740.35,173.63,236.58
Jawa Tengah,Sragen,Ngrampal,April,199.71,128.38,4,1637.48,56.69,55.94
Jawa Tengah,Sragen,Ngrampal,Mei,15.08,61.03,5,199.71,1637.48,56.69
Jawa Tengah,Sragen,Ngrampal,Juni,125.44,650.05,6,15.08,199.71,1637.48
Jawa Tengah,Sragen,Ngrampal,Juli,676.76,1149.66,7,125.44,15.08,199.71
Jawa Tengah,Sragen,Ngrampal,Agustus,54.09,114.3,8,676.76,125.44,15.08
Jawa Tengah,Sragen,Ngrampal,September,64.86,36.66,9,54.09,676.76,125.44
Jawa Tengah,Sragen,Ngrampal,Oktober,333.85,684.91,10,64.86,54.09,676.76
Jawa Tengah,Sragen,Ngrampal,November,1581.83,179.14,11,333.85,64.86,54.09
Jawa Tengah,Sragen,Ngrampal,Desember,74.02,23.75,12,1581.83,333.85,64.86
Jawa Tengah,Sragen,Plupuh,April,781.33,574.96,4,932.7,70.47,134.86
Jawa Tengah,Sragen,Plupuh,Mei,56.26,93.42,5,781.33,932.7,70.47
Jawa Tengah,Sragen,Plupuh,Juni,79.35,403.58,6,56.26,781.33,932.7
Jawa Tengah,Sragen,Plupuh,Juli,664.76,1032.37,7,79.35,56.26,781.33
Jawa Tengah,Sragen,Plupuh,Agustus,280.71,470.29,8,664.76,79.35,56.26
Jawa Tengah,Sragen,Plupuh,September,216.04,63.47,9,280.71,664.76,79.35
Jawa Tengah,Sragen,Plupuh,Oktober,247.72,503.51,10,216.04,280.71,664.76
Jawa Tengah,Sragen,Plupuh,November,1737.13,355.83,11,247.72,216.04,280.71
Jawa Tengah,Sragen,Plupuh,Desember,394.18,179.54,12,1737.13,247.72,216.04
Jawa Tengah,Sragen,Sambirejo,April,235.85,140.33,4,592.11,56.18,83.88
Jawa Tengah,Sragen,Sambirejo,Mei,18.42,71.63,5,235.85,592.11,56.18
Jawa Tengah,Sragen,Sambirejo,Juni,54.75,260.03,6,18.42,235.85,592.11
Jawa Tengah,Sragen,Sambirejo,Juli,294.64,519.13,7,54.75,18.42,235.85
Jawa Tengah,Sragen,Sambirejo,Agustus,119.01,118.01,8,294.64,54.75,18.42
Jawa Tengah,Sragen,Sambirejo,September,135.06,24.49,9,119.01,294.64,54.75
Jawa Tengah,Sragen,Sambirejo,Oktober,96.89,194.05,10,135.06,119.01,294.64
Jawa Tengah,Sragen,Sambirejo,November,656.2,242.6,11,96.89,135.06,119.01
Jawa Tengah,Sragen,Sambirejo,Desember,140.84,65.82,12,656.2,96.89,135.06
Jawa Tengah,Sragen,Sambungmacan,April,155.24,126.82,4,1307.28,297.22,82.23
Jawa Tengah,Sragen,Sambungmacan,Mei,13.17,161.76,5,155.24,1307.28,297.22
Jawa Tengah,Sragen,Sambungmacan,Juni,269.68,853.08,6,13.17,155.24,1307.28
Jawa Tengah,Sragen,Sambungmacan,Juli,687.81,757.76,7,269.68,13.17,155.24
Jawa Tengah,Sragen,Sambungmacan,Agustus,91.97,74.44,8,687.81,269.68,13.17
Jawa Tengah,Sragen,Sambungmacan,September,48.18,141.37,9,91.97,687.81,269.68
Jawa Tengah,Sragen,Sambungmacan,Oktober,599.24,636.64,10,48.18,91.97,687.81
Jawa Tengah,Sragen,Sambungmacan,November,969.66,299.89,11,599.24,48.18,91.97
Jawa Tengah,Sragen,Sambungmacan,Desember,107.14,32.44,12,969.66,599.24,48.18
Jawa Tengah,Sragen,Sidoharjo,April,1022.22,693.75,4,997.38,79.66,100.77
Jawa Tengah,Sragen,Sidoharjo,Mei,109.65,86.26,5,1022.22,997.38,79.66
Jawa Tengah,Sragen,Sidoharjo,Juni,53.82,446.83,6,109.65,1022.22,997.38
Jawa Tengah,Sragen,Sidoharjo,Juli,660.49,1129.93,7,53.82,109.65,1022.22
Jawa Tengah,Sragen,Sidoharjo,Agustus,481.3,671.91,8,660.49,53.82,109.65
Jawa Tengah,Sragen,Sidoharjo,September,127.44,85.52,9,481.3,660.49,53.82
Jawa Tengah,Sragen,Sidoharjo,Oktober,335.54,535.36,10,127.44,481.3,660.49
Jawa Tengah,Sragen,Sidoharjo,November,1576.96,541.28,11,335.54,127.44,481.3
Jawa Tengah,Sragen,Sidoharjo,Desember,803.31,130.02,12,1576.96,335.54,127.44
Jawa Tengah,Sragen,Sragen,April,339.67,174.31,4,578.43,35.09,28.27
Jawa Tengah,Sragen,Sragen,Mei,14.78,23.82,5,339.67,578.43,35.09
Jawa Tengah,Sragen,Sragen,Juni,12.85,203.03,6,14.78,339.67,578.43
Jawa Tengah,Sragen,Sragen,Juli,331.22,608.53,7,12.85,14.78,339.67
Jawa Tengah,Sragen,Sragen,Agustus,55.02,199.77,8,331.22,12.85,14.78
Jawa Tengah,Sragen,Sragen,September,66.22,7.89,9,55.02,331.22,12.85
Jawa Tengah,Sragen,Sragen,Oktober,70.86,253.17,10,66.22,55.02,331.22
Jawa Tengah,Sragen,Sragen,November,906.09,141.08,11,70.86,66.22,55.02
Jawa Tengah,Sragen,Sragen,Desember,63.62,34.5,12,906.09,70.86,66.22
Jawa Tengah,Sragen,Sukodono,April,542.73,359.1,4,327.63,49.19,103.15
Jawa Tengah,Sragen,Sukodono,Mei,22.4,90.52,5,542.73,327.63,49.19
Jawa Tengah,Sragen,Sukodono,Juni,32.97,141.91,6,22.4,542.73,327.63
Jawa Tengah,Sragen,Sukodono,Juli,486.42,546.29,7,32.97,22.4,542.73
Jawa Tengah,Sragen,Sukodono,Agustus,169.54,280.53,8,486.42,32.97,22.4
Jawa Tengah,Sragen,Sukodono,September,40.63,37.24,9,169.54,486.42,32.97
Jawa Tengah,Sragen,Sukodono,Oktober,44.62,286.75,10,40.63,169.54,486.42
Jawa Tengah,Sragen,Sukodono,November,1139.44,340.47,11,44.62,40.63,169.54
Jawa Tengah,Sragen,Sukodono,Desember,233.83,51.98,12,1139.44,44.62,40.63
Jawa Tengah,Sragen,Sumberlawang,April,281.92,107.24,4,898.9,60.37,78.93
Jawa Tengah,Sragen,Sumberlawang,Mei,13.32,69.92,5,281.92,898.9,60.37
Jawa Tengah,Sragen,Sumberlawang,Juni,77.94,405.19,6,13.32,281.92,898.9
Jawa Tengah,Sragen,Sumberlawang,Juli,415.64,726.1,7,77.94,13.32,281.92
Jawa Tengah,Sragen,Sumberlawang,Agustus,118.19,120.26,8,415.64,77.94,13.32
Jawa Tengah,Sragen,Sumberlawang,September,202.61,66.9,9,118.19,415.64,77.94
Jawa Tengah,Sragen,Sumberlawang,Oktober,312.14,226.64,10,202.61,118.19,415.64
Jawa Tengah,Sragen,Sumberlawang,November,886.21,279.26,11,312.14,202.61,118.19
Jawa Tengah,Sragen,Sumberlawang,Desember,168.04,103.65,12,886.21,312.14,202.61
Jawa Tengah,Sragen,Tangen,April,134.8,188.67,4,205.8,147.77,207.88
Jawa Tengah,Sragen,Tangen,Mei,11.01,178.19,5,134.8,205.8,147.77
Jawa Tengah,Sragen,Tangen,Juni,49.66,237.34,6,11.01,134.8,205.8
Jawa Tengah,Sragen,Tangen,Juli,228.63,162.47,7,49.66,11.01,134.8
Jawa Tengah,Sragen,Tangen,Agustus,196.34,61.4,8,228.63,49.66,11.01
Jawa Tengah,Sragen,Tangen,September,86.83,20.46,9,196.34,228.63,49.66
Jawa Tengah,Sragen,Tangen,Oktober,46.27,104.91,10,86.83,196.34,228.63
Jawa Tengah,Sragen,Tangen,November,211.73,271.89,11,46.27,86.83,196.34
Jawa Tengah,Sragen,Tangen,Desember,217.0,105.87,12,211.73,46.27,86.83
Jawa Tengah,Sragen,Tanon,April,808.02,556.76,4,1194.22,39.67,47.76
Jawa Tengah,Sragen,Tanon,Mei,26.98,43.57,5,808.02,1194.22,39.67
Jawa Tengah,Sragen,Tanon,Juni,47.91,403.02,6,26.98,808.02,1194.22
Jawa Tengah,Sragen,Tanon,Juli,791.73,1393.56,7,47.91,26.98,808.02
Jawa Tengah,Sragen,Tanon,Agustus,197.61,405.87,8,791.73,47.91,26.98
Jawa Tengah,Sragen,Tanon,September,73.12,54.21,9,197.61,791.73,47.91
Jawa Tengah,Sragen,Tanon,Oktober,250.95,530.61,10,73.12,197.61,791.73
Jawa Tengah,Sragen,Tanon,November,2242.94,394.56,11,250.95,73.12,197.61
Jawa Tengah,Sragen,Tanon,Desember,174.2,53.94,12,2242.94,250.95,73.12
Jawa Tengah,Sukoharjo,Baki,April,316.88,230.1,4,241.23,102.41,112.03
Jawa Tengah,Sukoharjo,Baki,Mei,179.41,80.97,5,316.88,241.23,102.41
Jawa Tengah,Sukoharjo,Baki,Juni,76.34,172.91,6,179.41,316.88,241.23
Jawa Tengah,Sukoharjo,Baki,Juli,213.17,271.76,7,76.34,179.41,316.88
Jawa Tengah,Sukoharjo,Baki,Agustus,253.11,245.97,8,213.17,76.34,179.41
Jawa Tengah,Sukoharjo,Baki,September,104.1,130.89,9,253.11,213.17,76.34
Jawa Tengah,Sukoharjo,Baki,Oktober,74.22,112.01,10,104.1,253.11,213.17
Jawa Tengah,Sukoharjo,Baki,November,144.91,261.76,11,74.22,104.1,253.11
Jawa Tengah,Sukoharjo,Baki,Desember,307.14,199.61,12,144.91,74.22,104.1
Jawa Tengah,Sukoharjo,Bendosari,April,209.68,713.65,4,159.55,124.16,1467.07
Jawa Tengah,Sukoharjo,Bendosari,Mei,387.41,1208.19,5,209.68,159.55,124.16
Jawa Tengah,Sukoharjo,Bendosari,Juni,1024.69,161.94,6,387.41,209.68,159.55
Jawa Tengah,Sukoharjo,Bendosari,Juli,366.36,200.66,7,1024.69,387.41,209.68
Jawa Tengah,Sukoharjo,Bendosari,Agustus,302.26,152.9,8,366.36,1024.69,387.41
Jawa Tengah,Sukoharjo,Bendosari,September,175.59,614.71,9,302.26,366.36,1024.69
Jawa Tengah,Sukoharjo,Bendosari,Oktober,681.23,948.52,10,175.59,302.26,366.36
Jawa Tengah,Sukoharjo,Bendosari,November,611.2,418.13,11,681.23,175.59,302.26
Jawa Tengah,Sukoharjo,Bendosari,Desember,441.34,165.23,12,611.2,681.23,175.59
Jawa Tengah,Sukoharjo,Bulu,April,93.84,689.08,4,114.87,17.08,352.73
Jawa Tengah,Sukoharjo,Bulu,Mei,528.01,168.28,5,93.84,114.87,17.08
Jawa Tengah,Sukoharjo,Bulu,Juni,129.35,42.48,6,528.01,93.84,114.87
Jawa Tengah,Sukoharjo,Bulu,Juli,59.12,156.7,7,129.35,528.01,93.84
Jawa Tengah,Sukoharjo,Bulu,Agustus,113.03,174.59,8,59.12,129.35,528.01
Jawa Tengah,Sukoharjo,Bulu,September,201.27,474.21,9,113.03,59.12,129.35
Jawa Tengah,Sukoharjo,Bulu,Oktober,408.37,98.01,10,201.27,113.03,59.12
Jawa Tengah,Sukoharjo,Bulu,November,197.78,91.22,11,408.37,201.27,113.03
Jawa Tengah,Sukoharjo,Bulu,Desember,188.62,88.93,12,197.78,408.37,201.27
Jawa Tengah,Sukoharjo,Gatak,April,133.38,263.42,4,191.29,159.79,279.37
Jawa Tengah,Sukoharjo,Gatak,Mei,152.11,208.21,5,133.38,191.29,159.79
Jawa Tengah,Sukoharjo,Gatak,Juni,153.74,221.77,6,152.11,133.38,191.29
Jawa Tengah,Sukoharjo,Gatak,Juli,298.72,147.82,7,153.74,152.11,133.38
Jawa Tengah,Sukoharjo,Gatak,Agustus,181.33,107.9,8,298.72,153.74,152.11
Jawa Tengah,Sukoharjo,Gatak,September,114.36,139.6,9,181.33,298.72,153.74
Jawa Tengah,Sukoharjo,Gatak,Oktober,124.9,209.21,10,114.36,181.33,298.72
Jawa Tengah,Sukoharjo,Gatak,November,169.1,294.13,11,124.9,114.36,181.33
Jawa Tengah,Sukoharjo,Gatak,Desember,252.59,117.6,12,169.1,124.9,114.36
Jawa Tengah,Sukoharjo,Grogol,April,35.3,272.37,4,48.39,59.58,383.22
Jawa Tengah,Sukoharjo,Grogol,Mei,158.95,293.61,5,35.3,48.39,59.58
Jawa Tengah,Sukoharjo,Grogol,Juni,294.18,67.91,6,158.95,35.3,48.39
Jawa Tengah,Sukoharjo,Grogol,Juli,83.22,43.73,7,294.18,158.95,35.3
Jawa Tengah,Sukoharjo,Grogol,Agustus,63.75,58.56,8,83.22,294.18,158.95
Jawa Tengah,Sukoharjo,Grogol,September,48.46,184.57,9,63.75,83.22,294.18
Jawa Tengah,Sukoharjo,Grogol,Oktober,168.7,281.72,10,48.46,63.75,83.22
Jawa Tengah,Sukoharjo,Grogol,November,200.45,82.09,11,168.7,48.46,63.75
Jawa Tengah,Sukoharjo,Grogol,Desember,93.98,38.91,12,200.45,168.7,48.46
Jawa Tengah,Sukoharjo,Kartasura,April,35.63,65.38,4,54.27,46.13,89.84
Jawa Tengah,Sukoharjo,Kartasura,Mei,37.96,67.54,5,35.63,54.27,46.13
Jawa Tengah,Sukoharjo,Kartasura,Juni,41.32,70.72,6,37.96,35.63,54.27
Jawa Tengah,Sukoharjo,Kartasura,Juli,60.73,34.99,7,41.32,37.96,35.63
Jawa Tengah,Sukoharjo,Kartasura,Agustus,48.21,29.82,8,60.73,41.32,37.96
Jawa Tengah,Sukoharjo,Kartasura,September,44.41,37.21,9,48.21,60.73,41.32
Jawa Tengah,Sukoharjo,Kartasura,Oktober,52.01,45.62,10,44.41,48.21,60.73
Jawa Tengah,Sukoharjo,Kartasura,November,52.82,62.57,11,52.01,44.41,48.21
Jawa Tengah,Sukoharjo,Kartasura,Desember,44.7,35.51,12,52.82,52.01,44.41
Jawa Tengah,Sukoharjo,Mojolaban,April,386.43,605.7,4,237.33,321.59,440.79
Jawa Tengah,Sukoharjo,Mojolaban,Mei,392.66,414.15,5,386.43,237.33,321.59
Jawa Tengah,Sukoharjo,Mojolaban,Juni,383.43,324.11,6,392.66,386.43,237.33
Jawa Tengah,Sukoharjo,Mojolaban,Juli,289.54,301.61,7,383.43,392.66,386.43
